REGION,PUERTO DESEMBARQUE,ESPECIE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
14,CORRAL,CONGRIO COLORADO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,8,7,3,1,1,1
14,CORRAL,CONGRIO DORADO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   ,2,8,1, -   
14,CORRAL,CORVINA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,6,1,5,1, -   
14,CORRAL,CULENGUE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7, -   
14,CORRAL,ERIZO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,1, -   , -   , -   
14,CORRAL,HUEPO O NAVAJA DE MAR, -   , -   , -   , -   , -   , -   , -   , -   , -   ,46,18,20,95,52,65
14,CORRAL,HUIRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,177,146,108
14,CORRAL,HUIRO PALO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,559,148,148, -   ,13,18
14,CORRAL,JAIBA MARMOLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
14,CORRAL,JAIBA MORA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
14,CORRAL,JAIBA REINA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,1, -   ,1, -   
14,CORRAL,JIBIA O CALAMAR ROJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20,5, -   , -   
14,CORRAL,JUREL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,66, -   , -   , -   
14,CORRAL,LAPA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,9, -   , -   , -   
14,CORRAL,LAPA NEGRA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6,16,23,3
14,CORRAL,LOCO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,63,43,81,84,131,144
14,CORRAL,LUGA CUCHARA O CORTA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,88,181,60,32,124,86
14,CORRAL,LUGA NEGRA O CRESPA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,105,206,56,115,314,552
14,CORRAL,LUGA-ROJA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,28,134,1,25, -   
14,CORRAL,MACHA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
14,CORRAL,MACHUELO O TRITRE, -   , -   , -   , -   , -   , -   , -   , -   , -   ,8, -   ,1, -   , -   , -   
14,CORRAL,MERLUZA COMUN, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
14,CORRAL,NAVAJUELA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,316,485,653,701,95
14,CORRAL,PAMPANITO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,10,34,247,180,373,49
14,CORRAL,PEJEGALLO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,23,2,3,11,5, -   
14,CORRAL,PEJERREY DE MAR, -   , -   , -   , -   , -   , -   , -   , -   , -   ,10,11,20,23,15,7
14,CORRAL,PELILLO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,19,103
14,CORRAL,PEPINO DE MAR, -   , -   , -   , -   , -   , -   , -   , -   , -   ,70, -   , -   ,7, -   , -   
14,CORRAL,PIURE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,1,2,1,3
14,CORRAL,RAYA ESPINOSA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   
14,CORRAL,RAYA VOLANTIN, -   , -   , -   , -   , -   , -   , -   , -   , -   ,5,1,4, -   ,4, -   
14,CORRAL,ROBALO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,4,29,22,18
14,CORRAL,SARDINA COMUN, -   , -   , -   , -   , -   , -   , -   , -   , -   ,62604,91331,60554,96230,38065,79864
